"word","part_of_speech"
"gimmick","MS"
"gimmickry","M"
"gimmicky",NA
"gimp","MDGS"
"gimpy",NA
"gin","SM"
"ginger","GSMDY"
"gingerbread","M"
"gingersnap","SM"
"gingery",NA
"gingham","M"
"gingivitis","M"
"ginkgo","M"
"ginkgoes",NA
"ginned",NA
"ginning",NA
"ginormous",NA
"ginseng","M"
"giraffe","MS"
"gird","DRZGS"
"girder","M"
"girdle","DSMG"
"girl","MS"
"girlfriend","MS"
"girlhood","SM"
"girlish","YP"
"girlishness","M"
"girly",NA
"giro","S"
"girt","MDGS"
"girth","M"
"girths",NA
"gist","M"
"git","S"
"gite","S"
"give","ZGJRS"
"giveaway","MS"
"giveback","MS"
"given","SM"
"giver","M"
"gizmo","SM"
"gizzard","MS"
"glace","S"
"glaceed",NA
"glaceing",NA
"glacial","Y"
"glaciate","XGNDS"
"glaciation","M"
"glacier","MS"
"glad","MYSP"
"gladden","GDS"
"gladder",NA
"gladdest",NA
"glade","SM"
"gladiator","SM"
"gladiatorial",NA
"gladiola","SM"
"gladioli",NA
"gladiolus","M"
"gladness","M"
"gladsome",NA
"glam",NA
"glamorization","M"
"glamorize","DSG"
"glamorous","Y"
"glamour","GMDS"
"glance","DSMG"
"gland","SM"
"glandes",NA
"glandular",NA
"glans","M"
"glare","DSMG"
"glaring","Y"
"glasnost","M"
"glass","MDSG"
"glassblower","MS"
"glassblowing","M"
"glassful","SM"
"glasshouse","S"
"glassily",NA
"glassiness","M"
"glassware","M"
"glassy","RTP"
"glaucoma","M"
"glaze","DSMG"
"glazier","SM"
"glazing","M"
"gleam","SMDGJ"
"glean","SDRZGJ"
"gleaner","M"
"gleanings","M"
"glee","M"
"gleeful","YP"
"gleefulness","M"
"glen","MS"
"glenohumeral",NA
"glenoid",NA
"glib","YP"
"glibber",NA
"glibbest",NA
"glibness","M"
"glide","DRSMZG"
"glider","M"
"gliding","M"
"glimmer","MDGJS"
"glimmering","M"
"glimpse","MGDS"
"glint","SMDG"
"glissandi",NA
"glissando","M"
"glisten","MDSG"
"glister","DSG"
"glitch","GMDS"
"glitter","MDSG"
"glitterati",NA
"glittery",NA
"glitz","M"
"glitzy","TR"
"gloaming","SM"
"gloat","SMDG"
"gloating","Y"
"glob","MDGS"
"global","Y"
"globalism","M"
"globalist","MS"
"globalization","M"
"globalize","GDS"
"globe","SM"
"globetrotter","MS"
"globetrotting",NA
"globular",NA
"globule","MS"
"globulin","M"
"glockenspiel","SM"
"gloom","M"
"gloomily",NA
"gloominess","M"
"gloomy","TRP"
"glop","M"
"gloppy",NA
"glorification","M"
"glorify","GDSN"
"glorious","IY"
"glory","DSMG"
"gloss","MDSG"
"glossary","SM"
"glossily",NA
"glossiness","M"
"glossolalia","M"
"glossy","PTRSM"
"glottal",NA
"glottis","MS"
"glove","DSMG"
"glow","MDRZGS"
"glower","GMD"
"glowing","Y"
"glowworm","MS"
"glucagon",NA
"glucose","M"
"glue","MGDS"
"glued","U"
"gluey",NA
"gluier",NA
"gluiest",NA
"glum","YP"
"glummer",NA
"glummest",NA
"glumness","M"
"gluon","S"
"glut","MNS"
"gluten","M"
"glutenous",NA
"glutinous","Y"
"glutted",NA
"glutting",NA
"glutton","MS"
"gluttonous","Y"
"gluttony","M"
"glycerin","M"
"glycerol","M"
"glycogen","M"
"glycol",NA
"glyph",NA
"gm",NA
"gnarl","SMDG"
"gnarly","TR"
"gnash","MDSG"
"gnat","MS"
"gnaw","DGS"
"gneiss","M"
"gnocchi",NA
"gnome","SM"
"gnomic",NA
"gnomish",NA
"gnu","SM"
"go","JMRHZG"
"goad","MDGS"
"goal","MS"
"goalie","SM"
"goalkeeper","MS"
"goalkeeping","M"
"goalless",NA
"goalmouth",NA
"goalmouths",NA
"goalpost","MS"
"goalscorer","S"
"goaltender","MS"
"goat","MS"
"goatee","SM"
"goatherd","MS"
"goatskin","MS"
"gob","SM"
"gobbed",NA
"gobbet","SM"
"gobbing",NA
"gobble","DRSMZG"
"gobbledygook","M"
"gobbler","M"
"goblet","SM"
"goblin","SM"
"gobsmacked",NA
"gobstopper","S"
"god","SM"
"godawful",NA
"godchild","M"
"godchildren","M"
"goddammit",NA
"goddamn","D"
"goddaughter","MS"
"goddess","MS"
"godfather","SM"
"godforsaken",NA
"godhead","M"
"godhood","M"
"godless","PY"
"godlessness","M"
"godlike",NA
"godliness","UM"
"godly","URTP"
"godmother","SM"
"godparent","SM"
"godsend","SM"
"godson","SM"
"godspeed",NA
"goer","M"
"goes",NA
"gofer","SM"
"goggle","DSMG"
"goggles","M"
"going","M"
"goiter","SM"
"gold","MNS"
"goldbrick","ZGSMDR"
"goldbricker","M"
"golden","TR"
"goldenrod","M"
"goldfield","S"
"goldfinch","MS"
"goldfish","MS"
"goldmine","SM"
"goldsmith","M"
"goldsmiths",NA
"golf","MDRZGS"
"golfer","M"
"golliwog","S"
"golly","SM"
"gonad","SM"
"gonadal",NA
"gondola","MS"
"gondolier","SM"
"gone","ZR"
"goner","M"
"gong","MDGS"
"gonk","S"
"gonna",NA
"gonorrhea","M"
"gonorrheal",NA
"gonzo",NA
"goo","M"
"goober","SM"
"good","MYSP"
"goodbye","MS"
"goodhearted",NA
"goodish",NA
"goodly","TR"
"goodness","M"
"goodnight",NA
"goods","M"
"goodwill","M"
"goody","SM"
"gooey",NA
"goof","MDGS"
"goofball","SM"
"goofiness","M"
"goofy","RPT"
"google","DSMG"
"googly","S"
"gooier",NA
"gooiest",NA
"gook","MS"
"goon","MS"
"goop","M"
"goose","DSMG"
"gooseberry","SM"
"goosebumps","M"
"goosestep","S"
"goosestepped",NA
"goosestepping",NA
"gopher","SM"
"gore","MGDS"
"gorge's",NA
"gorge","EDSG"
"gorgeous","YP"
"gorgeousness","M"
"gorgon","SM"
"gorilla","MS"
"gorily",NA
"goriness","M"
"gormandize","DRSZG"
"gormandizer","M"
"gormless",NA
"gorp","MS"
"gorse","M"
"gory","RTP"
"gosh",NA
"goshawk","MS"
"gosling","SM"
"gospel","MS"
"gossamer","M"
"gossip","MDRZGS"
"gossiper","M"
"gossipy",NA
"got",NA
"gotcha","S"
"goths",NA
"gotta",NA
"gotten",NA
"gouache","S"
"gouge","DRSMZG"
"gouger","M"
"goulash","MS"
"gourd","SM"
"gourde","MS"
"gourmand","SM"
"gourmet","SM"
"gout","M"
"gouty","TR"
"gov",NA
"govern","DGSBL"
"governable","U"
"governance","M"
"governed","U"
"governess","MS"
"government","MS"
"governmental",NA
"governor","SM"
"governorship","M"
"govt",NA
"gown","MDGS"
"gr",NA
"grab","MS"
"grabbed",NA
"grabber","MS"
"grabbing",NA
"grabby","TR"
"grace","EDSMG"
"graceful","EPY"
"gracefulness","EM"
"graceless","PY"
"gracelessness","M"
"gracious","UY"
"graciousness","M"
"grackle","MS"
"grad","MRZSB"
"gradate","XGNDS"
"gradation","CM"
"grade's",NA
"grade","CADSG"
"graded","U"
"grader","M"
"gradient","MS"
"gradual","PY"
"gradualism","M"
"gradualness","M"
"graduate","XMGNDS"
"graduation","M"
"graffiti",NA
"graffito","M"
"graft","SMDRZG"
"grafter","M"
"graham","S"
"grail",NA
"grain","ISMD"
"graininess","M"
"grainy","PTR"
"gram","KMS"
"grammar","MS"
"grammarian","SM"
"grammatical","UY"
"gramophone","MS"
"grampus","MS"
"gran","S"
"granary","SM"
"grand","SMRYPT"
"grandam","MS"
"grandaunt","MS"
"grandchild","M"
"grandchildren","M"
"granddad","SM"
"granddaddy","SM"
"granddaughter","SM"
"grandee","MS"
"grandeur","M"
"grandfather","GMDYS"
"grandiloquence","M"
"grandiloquent",NA
"grandiose","Y"
"grandiosity","M"
"grandma","MS"
"grandmother","MYS"
"grandnephew","MS"
"grandness","M"
"grandniece","MS"
"grandpa","MS"
"grandparent","MS"
"grandson","MS"
"grandstand","SGMD"
"granduncle","SM"
"grange","SM"
"granite","M"
"granitic",NA
"granny","SM"
"granola","M"
"grant","SMDRZG"
"grantee","MS"
"granter","M"
"grantsmanship","M"
"granular",NA
"granularity","M"
"granulate","GNDS"
"granulation","M"
"granule","MS"
"grape","SM"
"grapefruit","MS"
"grapeshot","M"
"grapevine","SM"
"graph","MDG"
"graphic","MS"
"graphical","Y"
"graphite","M"
"graphologist","MS"
"graphology","M"
"graphs",NA
"grapnel","MS"
"grapple","MGDS"
"grasp","SMDBG"
"grass","MDSG"
"grasshopper","MS"
"grassland","MS"
"grassroots",NA
"grassy","TR"
"grate","DRSMZGJ"
"grateful","UYP"
"gratefulness","UM"
"grater","M"
"gratification","M"
"gratify","GNXDS"
"gratifying","Y"
"gratin","S"
"grating","MY"
"gratis",NA
"gratitude","IM"
"gratuitous","YP"
"gratuitousness","M"
"gratuity","SM"
"gravamen","MS"
"grave","DRSMYTGP"
"gravedigger","SM"
"gravel","SGMDY"
"graven",NA
"graveness","M"
"graveside","MS"
"gravestone","SM"
"graveyard","MS"
"gravid",NA
"gravimeter","MS"
"gravitas",NA
"gravitate","GNDS"
"gravitation","M"
"gravitational",NA
"gravity","M"
"gravy","SM"
"gray","MDRTGSP"
"graybeard","SM"
"grayish",NA
"grayness","M"
"graze","DRSMZG"
"grazer","M"
"grease","DRSMZG"
"greasepaint","M"
"greasily",NA
"greasiness","M"
"greasy","PTR"
"great","SMRYPT"
"greatcoat","SM"
"greathearted",NA
"greatness","M"
"grebe","SM"
"greed","M"
"greedily",NA
"greediness","M"
"greedy","PTR"
"green","GPSMDRYT"
"greenback","MS"
"greenbelt","MS"
"greenery","M"
"greenfield",NA
"greenfly","S"
"greengage","MS"
"greengrocer","SM"
"greenhorn","SM"
"greenhouse","SM"
"greenish",NA
"greenmail","M"
"greenness","M"
"greenroom","SM"
"greenstone",NA
"greensward","M"
"greenwood","M"
"greet","ZGJSDR"
"greeter","M"
"greeting","M"
"gregarious","PY"
"gregariousness","M"
"gremlin","SM"
"grenade","SM"
"grenadier","MS"
"grenadine","M"
"grep","S"
"grepped",NA
"grepping",NA
"grew","A"
"greyhound","SM"
"gribble","S"
"grid","MS"
"griddle","SM"
"griddlecake","SM"
"gridiron","SM"
"gridlock","SMD"
"grief","SM"
"grievance","MS"
"grieve","ZGDRS"
"griever","M"
"grievous","PY"
"grievousness","M"
"griffin","SM"
"griffon","SM"
"grill","SGMDJ"
"grille","MS"
"grim","DYPG"
"grimace","DSMG"
"grime","SM"
"griminess","M"
"grimmer",NA
"grimmest",NA
"grimness","M"
"grimy","TRP"
"grin","MS"
"grind","SZGMRJ"
"grinder","M"
"grindstone","MS"
"gringo","MS"
"grinned",NA
"grinning",NA
"grip","MDRSZG"
"gripe","SM"
"griper","M"
"grippe","MZGDR"
"gripper","M"
"grisliness","M"
"grisly","RTP"
"grist","MY"
"gristle","M"
"gristmill","MS"
"grit","MS"
"grits","M"
"gritted",NA
"gritter","SM"
"grittiness","M"
"gritting",NA
"gritty","RTP"
"grizzle","DSG"
"grizzly","TRSM"
"groan","SGMD"
"groat","SM"
"grocer","MS"
"grocery","SM"
"grog","M"
"groggily",NA
"grogginess","M"
"groggy","PRT"
"groin","SM"
"grok","S"
"grokked",NA
"grokking",NA
"grommet","SM"
"groom","SZGMDR"
"groomer","M"
"grooming","M"
"groomsman","M"
"groomsmen",NA
"groove","MGDS"
"groovy","RT"
"grope","DRSMZG"
"groper","M"
"grosbeak","MS"
"grosgrain","M"
"gross","PTGMDRSY"
"grossness","M"
"grotesque","SPMY"
"grotesqueness","M"
"grotto","M"
"grottoes",NA
"grotty","TR"
"grouch","GMDS"
"grouchily",NA
"grouchiness","M"
"grouchy","RTP"
"ground","ZGMDRJS"
"groundbreaking","MS"
"groundcloth",NA
"groundcloths",NA
"grounder","M"
"groundhog","MS"
"grounding","M"
"groundless","Y"
"groundnut","MS"
"groundsheet","S"
"groundskeeper","S"
"groundsman",NA
"groundsmen",NA
"groundswell","SM"
"groundwater","M"
"groundwork","M"
"group","JSZGMDR"
"grouper","M"
"groupie","MS"
"grouping","M"
"groupware","M"
"grouse","MZGDRS"
"grouser","M"
"grout","SGMD"
"grove","SM"
"grovel","ZGDRS"
"groveler","M"
"grovelled",NA
"grovelling",NA
"grow","AHSG"
"grower","MS"
"growing","I"
"growl","SZGMDR"
"growler","M"
"grown","AI"
"grownup","MS"
"growth","AM"
"growths",NA
"grub","MS"
"grubbed",NA
"grubber","MS"
"grubbily",NA
"grubbiness","M"
"grubbing",NA
"grubby","TRP"
"grubstake","M"
"grudge","MGDS"
"grudging","Y"
"grue","S"
"gruel","GJM"
"grueling","Y"
"gruesome","RYTP"
"gruesomeness","M"
"gruff","TPRY"
"gruffness","M"
"grumble","DRSMZGJ"
"grumbler","M"
"grump","SM"
"grumpily",NA
"grumpiness","M"
"grumpy","PRT"
"grunge","MS"
"grungy","RT"
"grunion","SM"
"grunt","SGMD"
"gt",NA
"guacamole","M"
"guanine","M"
"guano","M"
"guarani","MS"
"guarantee","MDS"
"guaranteeing",NA
"guarantor","MS"
"guaranty","GDSM"
"guard","SZGMDR"
"guarded","Y"
"guarder","M"
"guardhouse","SM"
"guardian","SM"
"guardianship","M"
"guardrail","SM"
"guardroom","SM"
"guardsman","M"
"guardsmen",NA
"guava","SM"
"gubernatorial",NA
"guerrilla","SM"
"guess","ZGBMDRS"
"guesser","M"
"guesstimate","DSMG"
"guesswork","M"
"guest","SGMD"
"guestbook","SM"
"guesthouse","S"
"guestroom","S"
"guff","M"
"guffaw","MDGS"
"guidance","M"
"guide","DRSMZG"
"guidebook","SM"
"guided","U"
"guideline","SM"
"guidepost","SM"
"guider","M"
"guild","SZMR"
"guilder","M"
"guildhall","MS"
"guile","M"
"guileful",NA
"guileless","YP"
"guilelessness","M"
"guillemot","S"
"guillotine","DSMG"
"guilt","M"
"guiltily",NA
"guiltiness","M"
"guiltless",NA
"guilty","PRT"
"guinea","MS"
"guise","ESM"
"guitar","MS"
"guitarist","SM"
"gulag","SM"
"gulch","MS"
"gulden","MS"
"gulf","MS"
"gull","MDSG"
"gullet","MS"
"gullibility","M"
"gullible",NA
"gully","SM"
"gulp","MDRSZG"
"gulper","M"
"gum","SM"
"gumball","S"
"gumbo","SM"
"gumboil","SM"
"gumboot","S"
"gumdrop","SM"
"gummed",NA
"gumming",NA
"gummy","TR"
"gumption","M"
"gumshoe","MDS"
"gumshoeing",NA
"gun","SM"
"gunboat","SM"
"gunfight","MRZS"
"gunfighter","M"
"gunfire","M"
"gunge",NA
"gungy",NA
"gunk","M"
"gunky",NA
"gunman","M"
"gunmen",NA
"gunmetal","M"
"gunned",NA
"gunnel","MS"
"gunner","MS"
"gunnery","M"
"gunning",NA
"gunny","M"
"gunnysack","MS"
"gunpoint","M"
"gunpowder","M"
"gunrunner","MS"
"gunrunning","M"
"gunship","MS"
"gunshot","MS"
"gunslinger","SM"
"gunsmith","M"
"gunsmiths",NA
"gunwale","MS"
"guppy","SM"
"gurgle","MGDS"
"gurney","MS"
"guru","MS"
"gush","MDRSZG"
"gusher","M"
"gushing","Y"
"gushy","TR"
"gusset","MSDG"
"gussy","DSG"
"gust","EMDSG"
"gustatory",NA
"gustily",NA
"gusto","M"
"gusty","RT"
"gut","SM"
"gutless","P"
"gutlessness","M"
"gutsy","RT"
"gutted",NA
"gutter","SMDG"
"guttersnipe","MS"
"gutting",NA
"guttural","MS"
"gutty","RT"
"guv","S"
"guvnor","S"
"guy","SGMD"
"guzzle","DRSZG"
"guzzler","M"
"gym","SM"
"gymkhana","MS"
"gymnasium","MS"
"gymnast","MS"
"gymnastic","S"
"gymnastically",NA
"gymnastics","M"
"gymnosperm","SM"
"gymslip","S"
"gynecologic",NA
"gynecological",NA
"gynecologist","SM"
"gynecology","M"
"gyp","SM"
"gypped",NA
"gypper","SM"
"gypping",NA
"gypster","SM"
"gypsum","M"
"gypsy","SM"
"gyrate","DSGNX"
"gyration","M"
"gyrator","SM"
"gyrfalcon","MS"
"gyro","MS"
"gyroscope","MS"
"gyroscopic",NA
"gyve","MGDS"
"h'm",NA
"h","NRSXZGVJ"
"ha","SH"
"haberdasher","SM"
"haberdashery","SM"
"habiliment","SM"
"habit's",NA
"habit","ISB"
"habitability","M"
"habitat","SM"
"habitation","MS"
"habitual","YP"
"habitualness","M"
"habituate","GNDS"
"habituation","M"
"habitue","SM"
"hacienda","SM"
"hack","MDRZGS"
"hacker","M"
"hacking","M"
"hackish",NA
"hackle","MS"
"hackney","SMDG"
"hacksaw","SM"
"hacktivist","MS"
"hackwork","M"
"had",NA
"haddock","SM"
"hadith",NA
"hadn't",NA
"hadst",NA
"hafnium","M"
"haft","MS"
"hag","SM"
"haggard","YP"
"haggardness","M"
"haggis","MS"
"haggish",NA
"haggle","MZGDRS"
"haggler","M"
"hagiographer","SM"
"hagiography","SM"
"hahnium","M"
"haiku","M"
"hail","MDGS"
"hailstone","MS"
"hailstorm","MS"
"hair","MDS"
"hairball","MS"
"hairband","S"
"hairbreadth","M"
"hairbreadths",NA
"hairbrush","MS"
"haircloth","M"
"haircut","SM"
"hairdo","MS"
"hairdresser","SM"
"hairdressing","M"
"hairdryer","MS"
"hairgrip","S"
"hairiness","M"
"hairless",NA
"hairlike",NA
"hairline","SM"
"hairnet","SM"
"hairpiece","MS"
"hairpin","SM"
"hairsbreadth","M"
"hairsbreadths",NA
"hairsplitter","SM"
"hairsplitting","M"
"hairspray","S"
"hairspring","MS"
"hairstyle","MS"
"hairstylist","SM"
"hairy","TRP"
"haj",NA
"hajj","M"
"hajjes",NA
"hajji","SM"
"hake","MS"
"halal","M"
"halberd","SM"
"halcyon",NA
"hale","ITGDRS"
"half","M"
"halfback","SM"
"halfhearted","PY"
"halfheartedness","M"
"halfpence",NA
"halfpenny","SM"
"halftime","MS"
"halftone","MS"
"halfway",NA
"halfwit","SM"
"halibut","SM"
"halite","M"
"halitosis","M"
"hall","MS"
"hallelujah","M"
"hallelujahs",NA
"hallmark","GMDS"
"halloo","MSG"
"hallow","DSG"
"hallowed","U"
"hallucinate","GNXDS"
"hallucination","M"
"hallucinatory",NA
"hallucinogen","SM"
"hallucinogenic","SM"
"hallway","SM"
"halo","MDGS"
"halogen","SM"
"halon",NA
"halt","MDRZGS"
"halter","GMD"
"halterneck","S"
"halting","Y"
"halve","DSG"
"halyard","MS"
"ham","SM"
"hamburg","SZMR"
"hamburger","M"
"hamlet","MS"
"hammed",NA
"hammer","MDRSJZG"
"hammerer","M"
"hammerhead","SM"
"hammerlock","SM"
"hammertoe","MS"
"hamming",NA
"hammock","SM"
"hammy","TR"
"hamper","GMDS"
"hampered","U"
"hamster","MS"
"hamstring","GSM"
"hamstrung",NA
"hand's",NA
"hand","UDGS"
"handbag","SM"
"handball","MS"
"handbarrow","SM"
"handbill","MS"
"handbook","MS"
"handbrake","S"
"handcar","SM"
"handcart","MS"
"handclasp","MS"
"handcraft","SMDG"
"handcuff","MDGS"
"handed","P"
"handful","SM"
"handgun","SM"
"handheld","MS"
"handhold","MS"
"handicap","MS"
"handicapped",NA
"handicapper","MS"
"handicapping",NA
"handicraft","MS"
"handily",NA
"handiness","M"
"handiwork","M"
"handkerchief","MS"
"handle","MZGDRS"
"handlebar","MS"
"handler","M"
"handmade",NA
"handmaid","XMNS"
"handmaiden","M"
"handout","SM"
"handover","S"
"handpick","GDS"
"handrail","MS"
"handsaw","SM"
"handset","SM"
"handshake","JMGS"
"handsome","PYTR"
"handsomeness","M"
"handspring","MS"
"handstand","SM"
"handwork","M"
"handwoven",NA
"handwriting","M"
"handwritten",NA
"handy","UTR"
"handyman","M"
"handymen",NA
"hang","MDRJZGS"
"hangar","MS"
"hangdog",NA
"hanger","M"
"hanging","M"
"hangman","M"
"hangmen",NA
"hangnail","MS"
"hangout","SM"
"hangover","MS"
"hangup","MS"
"hank","MRZS"
"hanker","GJD"
"hankering","M"
"hankie","MS"
"hansom","MS"
"hap","MY"
"haphazard","YP"
"haphazardness","M"
"hapless","YP"
"haplessness","M"
"haploid","MS"
"happen","SDGJ"
"happening","M"
"happenstance","SM"
"happily","U"
"happiness","UM"
"happy","URTP"
"haptic",NA
"harangue","MGDS"
"harass","LZGDRS"
"harasser","M"
"harassment","M"
"harbinger","SM"
"harbor","GMDS"
"harbormaster","S"
"hard","NRYXTP"
"hardback","MS"
"hardball","M"
"hardboard","M"
"hardbound",NA
"hardcore",NA
"hardcover","SM"
"harden","ZGDR"
"hardened","U"
"hardener","M"
"hardhat","MS"
"hardheaded","PY"
"hardheadedness","M"
"hardhearted","PY"
"hardheartedness","M"
"hardihood","M"
"hardily",NA
"hardiness","M"
"hardliner","MS"
"hardness","M"
"hardscrabble",NA
"hardship","SM"
"hardstand","SM"
"hardtack","M"
"hardtop","SM"
"hardware","M"
"hardwired",NA
"hardwood","SM"
"hardworking",NA
"hardy","PTR"
"hare","MGDS"
"harebell","MS"
"harebrained",NA
"harelip","SM"
"harelipped",NA
"harem","SM"
"haricot","S"
"hark","DGS"
"harlequin","SM"
"harlot","SM"
"harlotry","M"
"harm","MDGS"
"harmed","U"
"harmful","YP"
"harmfulness","M"
"harmless","PY"
"harmlessness","M"
"harmonic","SM"
"harmonica","MS"
"harmonically",NA
"harmonies",NA
"harmonious","PY"
"harmoniousness","M"
"harmonium","MS"
"harmonization","M"
"harmonize","ZGDRS"
"harmonizer","M"
"harmony","EM"
"harness's",NA
"harness","UDSG"
"harp","MDGS"
"harpist","SM"
"harpoon","ZGSMDR"
"harpooner","M"
"harpsichord","MS"
"harpsichordist","SM"
"harpy","SM"
"harridan","MS"
"harrier","M"
"harrow","SMDG"
"harrumph","GD"
"harrumphs",NA
"harry","DRSZG"
"harsh","RYTP"
"harshness","M"
"hart","MS"
"harvest","SMDRZG"
"harvested","U"
"harvester","M"
"hash","AMDSG"
"hashish","M"
"hashtag","SM"
"hasn't",NA
"hasp","MS"
"hassle","DSMG"
"hassock","SM"
"hast","DNXG"
"haste","SM"
"hasten","DG"
"hastily",NA
"hastiness","M"
"hasty","RTP"
"hat","ZGSMDR"
"hatband","S"
"hatbox","MS"
"hatch","MDSG"
"hatchback","MS"
"hatcheck","SM"
"hatched","U"
"hatchery","SM"
"hatchet","SM"
"hatching","M"
"hatchway","SM"
"hate","MS"
"hateful","PY"
"hatefulness","M"
"hatemonger","MS"
"hater","M"
"hatpin","S"
"hatred","SM"
"hatstand","S"
"hatted",NA
"hatter","SM"
"hatting",NA
"hauberk","SM"
"haughtily",NA
"haughtiness","M"
"haughty","PRT"
"haul","MDRZGS"
"haulage","M"
"hauler","M"
"haulier","S"
"haunch","MS"
"haunt","SMDRZG"
"haunter","M"
"haunting","Y"
"hauteur","M"
"have","MGS"
"haven't",NA
"haven","SM"
"haversack","SM"
"havoc","M"
"haw","GSMD"
"hawk","MDRZGS"
"hawker","M"
"hawkish","P"
"hawkishness","M"
"hawser","SM"
"hawthorn","MS"
"hay","GSMD"
"haycock","SM"
"hayloft","SM"
"haymaker","S"
"haymaking",NA
"haymow","SM"
"hayrick","MS"
"hayride","MS"
"hayseed","MS"
"haystack","SM"
"haywire",NA
"hazard","SMDG"
"hazardous","Y"
"haze","MZGJDRS"
"hazel","SM"
"hazelnut","MS"
"hazer","M"
"hazily",NA
"haziness","M"
"hazing","M"
"hazmat",NA
"hazy","RTP"
"hdqrs",NA
"he'd",NA
"he'll",NA
"he","M"
"head","MDRZGJS"
"headache","MS"
"headband","MS"
"headbanger","S"
"headbanging",NA
"headboard","SM"
"headbutt","DSG"
"headcase","S"
"headcheese",NA
"headcount","S"
"headdress","MS"
"header","M"
"headfirst",NA
"headgear","M"
"headhunt","DRSZG"
"headhunter","M"
"headhunting","M"
"headily",NA
"headiness","M"
"heading","M"
"headlamp","MS"
"headland","MS"
"headless",NA
"headlight","MS"
"headline","MZGDRS"
"headliner","M"
"headlock","MS"
"headlong",NA
"headman","M"
"headmaster","SM"
"headmen",NA
"headmistress","MS"
"headphone","MS"
"headpiece","MS"
"headpin","SM"
"headquarter","SDG"
"headquarters","M"
"headrest","MS"
"headroom","M"
"headscarf",NA
"headscarves",NA
"headset","SM"
"headship","SM"
"headshrinker","SM"
"headsman","M"
"headsmen",NA
"headstall","SM"
"headstand","SM"
"headstone","SM"
"headstrong",NA
"headteacher","S"
"headwaiter","SM"
"headwaters","M"
"headway","M"
"headwind","SM"
"headword","SM"
"heady","RTP"
"heal","DRHZGS"
"healed","U"
"healer","M"
"health","M"
"healthcare",NA
"healthful","PY"
"healthfulness","M"
"healthily","U"
"healthiness","UM"
"healthy","UTRP"
"heap","MDGS"
"hear","AHGJS"
"heard","AU"
"hearer","SM"
"hearing","AM"
"hearken","SGD"
"hearsay","M"
"hearse's",NA
"hearse","AS"
"heart","SM"
"heartache","MS"
"heartbeat","MS"
"heartbreak","SMG"
"heartbroken",NA
"heartburn","M"
"hearten","ESGD"
"heartfelt",NA
"hearth","M"
"hearthrug","S"
"hearths",NA
"hearthstone","SM"
"heartily",NA
"heartiness","M"
"heartland","MS"
"heartless","PY"
"heartlessness","M"
"heartrending","Y"
"heartsick","P"
"heartsickness","M"
"heartstrings","M"
"heartthrob","MS"
"heartwarming",NA
"heartwood","M"
"hearty","RSMPT"
"heat's",NA
"heat","ADGS"
"heated","U"
"heatedly",NA
"heater","SM"
"heath","MNRX"
"heathen","M"
"heathendom","M"
"heathenish",NA
"heathenism","M"
"heather","M"
"heaths",NA
"heating","M"
"heatproof",NA
"heatstroke","M"
"heatwave","S"
"heave","DRSMZG"
"heaven","SMY"
"heavenly","TR"
"heavens","M"
"heavenward","S"
"heaver","M"
"heavily",NA
"heaviness","M"
"heavy","RSMTP"
"heavyhearted",NA
"heavyset",NA
"heavyweight","MS"
"heck","M"
"heckle","DRSMZG"
"heckler","M"
"heckling","M"
"hectare","SM"
"hectic",NA
"hectically",NA
"hectogram","SM"
"hectometer","MS"
"hector","SMDG"
"hedge","DRSMZG"
"hedgehog","MS"
"hedgehop","S"
"hedgehopped",NA
"hedgehopping",NA
"hedger","M"
"hedgerow","SM"
"hedonism","M"
"hedonist","MS"
"hedonistic",NA
"heed","MDGS"
"heeded","U"
"heedful","Y"
"heedless","PY"
"heedlessness","M"
"heehaw","SMDG"
"heel","MDGS"
"heelless",NA
"heft","MDGS"
"heftily",NA
"heftiness","M"
"hefty","PRT"
"hegemonic",NA
"hegemony","M"
"hegira","SM"
"heifer","SM"
"height","XSMN"
"heighten","DG"
"heinous","YP"
"heinousness","M"
"heir","MS"
"heiress","MS"
"heirloom","SM"
"heist","SMDG"
"held",NA
"helical",NA
"helices",NA
"helicopter","SGMD"
"heliocentric",NA
"heliotrope","SM"
"helipad","S"
"heliport","MS"
"helium","M"
"helix","M"
